,Content ID,Reaction Type,Content Type,Category,Sentiment,Score,Datetime,
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,GIF,cooking,positive,70,1/28/2021,8:49:00 AM
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,GIF,cooking,neutral,35,2/15/2021,1:06:00 PM
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,GIF,cooking,negative,10,11/4/2020,9:25:00 AM
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,GIF,cooking,positive,65,6/23/2020,10:12:00 PM
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,GIF,cooking,positive,70,2/16/2021,4:01:00 AM
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,GIF,cooking,positive,30,1/3/2021,8:44:00 AM
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,GIF,cooking,positive,72,11/25/2020,12:45:00 PM
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,GIF,cooking,positive,50,12/3/2020,4:47:00 AM
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,GIF,cooking,positive,50,5/22/2021,9:03:00 PM
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,GIF,cooking,positive,70,1/18/2021,1:39:00 PM
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,GIF,cooking,neutral,20,1/6/2021,12:35:00 PM
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,GIF,cooking,positive,72,5/14/2021,2:33:00 PM
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,GIF,cooking,negative,12,5/27/2021,3:21:00 PM
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,GIF,cooking,neutral,35,7/21/2020,2:12:00 AM
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,GIF,cooking,negative,10,5/26/2021,6:09:00 AM
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,GIF,cooking,negative,10,2/25/2021,3:16:00 AM
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,GIF,cooking,positive,45,12/7/2020,10:50:00 AM
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,GIF,cooking,neutral,20,10/24/2020,2:06:00 PM
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,GIF,cooking,neutral,35,9/1/2020,9:18:00 AM
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,GIF,cooking,positive,72,5/10/2021,10:07:00 AM
121,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,video,dogs,positive,70,2/12/2021,4:37:00 AM
122,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,video,dogs,positive,60,4/28/2021,3:22:00 PM
123,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,video,dogs,positive,45,1/24/2021,12:38:00 AM
124,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,video,dogs,negative,12,3/18/2021,1:53:00 AM
125,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,video,dogs,negative,0,1/14/2021,7:21:00 AM
126,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,video,dogs,positive,60,12/23/2020,4:11:00 AM
127,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,video,dogs,negative,5,5/21/2021,7:23:00 AM
128,3f8590c7-6ab2-4973-805a-90cdec355f05,like,video,dogs,positive,50,3/28/2021,11:25:00 PM
129,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,video,dogs,neutral,35,9/16/2020,7:33:00 AM
130,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,video,dogs,neutral,20,11/8/2020,10:53:00 AM
131,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,video,dogs,positive,60,3/6/2021,5:23:00 AM
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,video,dogs,negative,0,1/13/2021,11:35:00 PM
133,3f8590c7-6ab2-4973-805a-90cdec355f05,want,video,dogs,positive,70,9/6/2020,10:35:00 AM
134,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,video,dogs,positive,30,6/24/2020,9:31:00 AM
135,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,video,dogs,negative,5,2/7/2021,9:39:00 AM
136,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,video,dogs,positive,45,1/21/2021,6:28:00 PM
137,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,video,dogs,negative,10,2/27/2021,12:21:00 AM
138,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,video,dogs,negative,12,8/22/2020,12:06:00 PM
139,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,video,dogs,positive,70,8/3/2020,6:29:00 AM
140,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,video,dogs,negative,15,8/2/2020,6:20:00 AM
141,3f8590c7-6ab2-4973-805a-90cdec355f05,want,video,dogs,positive,70,6/4/2021,4:57:00 AM
142,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,video,dogs,positive,75,10/21/2020,9:07:00 AM
143,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,video,dogs,negative,10,12/26/2020,7:46:00 PM
144,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,video,dogs,negative,15,3/2/2021,10:47:00 AM
145,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,video,dogs,neutral,20,3/31/2021,9:48:00 AM
146,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,video,dogs,positive,30,6/14/2021,1:44:00 PM
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,video,dogs,negative,15,12/27/2020,5:04:00 PM
148,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,video,dogs,negative,15,2/11/2021,3:51:00 AM
149,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,video,dogs,positive,30,12/7/2020,7:07:00 AM
150,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,video,dogs,positive,30,12/28/2020,8:31:00 AM
151,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,video,dogs,positive,30,10/26/2020,5:27:00 AM
152,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,video,dogs,negative,12,9/26/2020,6:43:00 PM
153,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,video,dogs,negative,15,11/25/2020,1:01:00 PM
154,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,video,dogs,positive,60,7/11/2020,5:51:00 AM
155,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,video,dogs,positive,60,3/19/2021,4:23:00 PM
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,video,dogs,positive,30,10/11/2020,6:31:00 AM
157,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,video,dogs,positive,60,11/2/2020,8:15:00 AM
158,3f8590c7-6ab2-4973-805a-90cdec355f05,want,video,dogs,positive,70,10/1/2020,3:35:00 AM
159,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,video,dogs,negative,0,2/11/2021,8:10:00 AM
160,3f8590c7-6ab2-4973-805a-90cdec355f05,want,video,dogs,positive,70,2/7/2021,3:59:00 AM
161,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,video,dogs,negative,5,10/17/2020,11:46:00 AM
162,3f8590c7-6ab2-4973-805a-90cdec355f05,like,video,dogs,positive,50,8/9/2020,7:41:00 AM
163,3f8590c7-6ab2-4973-805a-90cdec355f05,love,video,dogs,positive,65,2/1/2021,2:40:00 AM
164,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,video,dogs,positive,72,1/30/2021,9:36:00 AM
165,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,video,technology,positive,70,3/31/2021,3:24:00 PM
166,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,video,technology,positive,75,2/5/2021,5:00:00 AM
167,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,video,technology,positive,60,2/19/2021,4:29:00 PM
168,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,video,technology,negative,12,7/25/2020,12:00:00 AM
169,0bedca96-fb76-4287-a83c-17330ed39cce,adore,photo,soccer,positive,72,7/13/2020,2:38:00 AM
170,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,photo,soccer,neutral,20,1/13/2021,1:11:00 PM
171,0bedca96-fb76-4287-a83c-17330ed39cce,worried,photo,soccer,negative,12,1/2/2021,4:46:00 AM
172,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,photo,soccer,positive,45,11/26/2020,2:25:00 AM
173,0bedca96-fb76-4287-a83c-17330ed39cce,want,photo,soccer,positive,70,8/25/2020,7:18:00 PM
174,0bedca96-fb76-4287-a83c-17330ed39cce,hate,photo,soccer,negative,5,2/1/2021,12:15:00 PM
175,0bedca96-fb76-4287-a83c-17330ed39cce,love,photo,soccer,positive,65,6/4/2021,2:36:00 AM
176,0bedca96-fb76-4287-a83c-17330ed39cce,adore,photo,soccer,positive,72,8/19/2020,1:38:00 PM
177,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,photo,soccer,positive,70,4/22/2021,2:08:00 AM
178,0bedca96-fb76-4287-a83c-17330ed39cce,super love,photo,soccer,positive,75,6/26/2020,10:33:00 AM
179,0bedca96-fb76-4287-a83c-17330ed39cce,like,photo,soccer,positive,50,8/15/2020,6:16:00 PM
180,0bedca96-fb76-4287-a83c-17330ed39cce,love,photo,soccer,positive,65,11/26/2020,1:42:00 PM
181,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,photo,public speaking,positive,70,4/14/2021,12:56:00 AM
182,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,photo,public speaking,neutral,20,7/21/2020,9:27:00 PM
183,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,photo,public speaking,negative,10,3/29/2021,6:57:00 AM
184,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,photo,public speaking,positive,70,5/20/2021,4:11:00 PM
185,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,photo,public speaking,positive,50,11/2/2020,6:09:00 AM
186,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,photo,public speaking,neutral,20,10/24/2020,3:37:00 PM
187,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,photo,public speaking,positive,60,9/7/2020,2:42:00 AM
188,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,photo,public speaking,negative,15,3/4/2021,2:46:00 AM
189,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,photo,public speaking,positive,72,1/7/2021,2:08:00 AM
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,photo,public speaking,neutral,35,7/6/2020,11:18:00 AM
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,photo,public speaking,positive,50,3/27/2021,4:56:00 AM
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,photo,public speaking,positive,45,11/21/2020,9:25:00 PM
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,photo,public speaking,positive,70,8/22/2020,1:25:00 AM
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,photo,public speaking,neutral,35,6/14/2021,11:45:00 AM
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,photo,public speaking,negative,12,7/15/2020,7:28:00 PM
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,photo,public speaking,positive,45,3/21/2021,2:39:00 PM
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,photo,public speaking,positive,75,4/7/2021,3:15:00 AM
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,photo,public speaking,positive,70,4/24/2021,6:56:00 AM
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,photo,public speaking,positive,60,9/30/2020,2:05:00 PM
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,photo,public speaking,positive,60,7/19/2020,7:28:00 PM
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,photo,public speaking,negative,15,1/21/2021,7:08:00 AM
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,photo,public speaking,negative,15,1/31/2021,1:48:00 PM
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,photo,public speaking,negative,5,12/24/2020,3:24:00 AM
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,photo,public speaking,negative,0,5/27/2021,1:44:00 AM
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,photo,public speaking,negative,0,2/13/2021,4:14:00 AM
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,photo,public speaking,positive,72,7/14/2020,4:36:00 AM
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,photo,public speaking,negative,10,7/15/2020,4:03:00 PM
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,photo,public speaking,positive,50,10/8/2020,5:23:00 AM
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,photo,public speaking,positive,60,11/12/2020,11:55:00 AM
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,photo,public speaking,positive,70,2/21/2021,5:01:00 AM
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,photo,public speaking,positive,45,7/9/2020,8:58:00 AM
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,photo,public speaking,positive,72,6/26/2020,11:45:00 PM
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,photo,public speaking,negative,12,11/20/2020,1:18:00 PM
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,photo,public speaking,positive,50,5/29/2021,9:34:00 PM
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,photo,public speaking,neutral,20,2/22/2021,2:48:00 AM
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,photo,public speaking,negative,15,1/7/2021,6:39:00 AM
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,photo,public speaking,positive,72,10/1/2020,3:10:00 AM
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,photo,public speaking,negative,5,11/21/2020,8:24:00 AM
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,photo,public speaking,negative,15,4/15/2021,1:50:00 PM
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,photo,public speaking,positive,65,6/30/2020,1:14:00 AM
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,photo,public speaking,positive,70,12/1/2020,3:06:00 AM
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,photo,public speaking,negative,15,11/7/2020,12:47:00 PM
223,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,GIF,science,positive,75,6/30/2020,1:08:00 PM
224,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,GIF,science,positive,60,8/4/2020,3:09:00 AM
225,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,GIF,science,positive,45,7/28/2020,7:01:00 AM
226,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,GIF,science,positive,75,10/25/2020,2:39:00 AM
227,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,GIF,science,negative,12,7/5/2020,3:37:00 AM
228,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,GIF,science,positive,70,4/28/2021,3:16:00 PM
229,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,GIF,science,neutral,20,1/31/2021,12:54:00 AM
